id;railway;name;customhouse;x_coord;y_coord
128;СЕВЕРНАЯ;ГАВРИЛОВ-ЯМ;150030 Г.ЯРОСЛАВЛЬ, ПРОСП. ФРУНЗЕ, Д.24 А;57.596446;39.889115
129;СВЕРДЛОВСКАЯ;РАЗЪЕЗД 135 КМ;628260 ХАНТЫ-МАНСИЙСКИЙ АВТОНОМНЫЙ ОКРУГ - ЮГРА (ТЮМЕНСКАЯ ОБЛ.), Г. ЮГОРСК;61.314917;63.331964
130;ДАЛЬНЕВОСТОЧНАЯ;МУЧНАЯ;692524 ПРИМОРСКИЙ КРАЙ, Г.УССУРИЙСК, УЛ.ЛИМИЧЕВСКАЯ, 21 А;43.843752;131.941854
131;ЗАПАДНО-СИБИРСКАЯ;ИНСКАЯ;630090 НОВОСИБИРСКАЯ ОБЛ., Г.НОВОСИБИРСК, ПРОСП. АКАДЕМИКА ЛАВРЕНТЬЕВА, Д.;54.851547;83.10471
132;КАЗАХСТАНСКАЯ;БАУМАНСКАЯ;РЕСПУБЛИКА КАЗАХСТАН , 150400 СЕВЕРО-КАЗАХСТАНСКАЯ ОБЛАСТЬ, Р-Н ИМ. Г. МУСР;52.762043;66.897899
133;МОСКОВСКАЯ;СМОЛЕНСК;214530 СМОЛЕНСКАЯ ОБЛ., СМОЛЕНСКИЙ Р-Н, Д. НИКОЛЬСКОЕ, УЛ. ДОРОЖНАЯ, Д. 3;54.872041;32.069344
134;ДАЛЬНЕВОСТОЧНАЯ;ДЗЕМГИ (ПЕРЕВ.);681000 ХАБАРОВСКИЙ КРАЙ, Г. КОМСОМОЛЬСК-НА-АМУРЕ, ПРОСПЕКТ ОКТЯБРЬСКИЙ, Д.;50.538423;137.015503
135;КЫРГЫЗСКАЯ;КЫЗЫЛКИЯ;Ж/Д СТАНЦИЯ <КЫЗЫЛ-КИЯ>, БАТКЕНСКАЯ ОБЛ., Г. КЫЗЫЛ-КИЯ;40.258358;72.122303
136;КУЙБЫШЕВСКАЯ;УЛЬЯНОВСК II;432072 Г. УЛЬЯНОВСК, ЗАВОЛЖСКИЙ РАЙОН, 42-Й ПРОЕЗД ИНЖЕНЕРНЫЙ, ЗД. 14, СТР.;54.368223;48.666428
137;КАЗАХСТАНСКАЯ;КАЛАГИР;РЕСПУБЛИКА КАЗАХСТАН, КАРАГАНДИНСКАЯ ОБЛ., Г.КАРАГАНДА, Б.ЖЫРАУСКИЙ Р-Н п.Д;49.80776;73.088504
138;СЕВЕРНАЯ;УДИМА;165650 АРХАНГЕЛЬСКАЯ ОБЛ., Г. КОРЯЖМА, ДОРОГА МАГИСТРАЛЬНОЕ Ш., Д. 36, СТР.;61.287931;47.11581
139;ЗАБАЙКАЛЬСКАЯ;СРЕДНЕБЕЛАЯ;676680 АМУРСКАЯ ОБЛ., МИХАЙЛОВСКИЙ Р-Н, П.ПОЯРКОВО, УЛ.ГАГАРИНА, 2, РЕЧН.П.;49.617444;128.684644
140;ОКТЯБРЬСКАЯ;ЕРМИЛОВО;Г.ВЫБОРГ, ЛЕНИНГРАДСКОЕ Ш., Д.110;60.697521;28.793727
141;ГП"КРЫМСКАЯ Ж.Д."(РФ);ВОИНКА;296000 РЕСПУБЛИКА КРЫМ, Г. КРАСНОПЕРЕКОПСК, УЛ. ПРИВОКЗАЛЬНАЯ, 8;45.963868;33.782512
142;СЕВЕРНАЯ;КОЛЬЧУГИНО;601782 ВЛАДИМИРСКАЯ ОБЛ., Г.КОЛЬЧУГИНО, ПОС.ЗЕЛЕНОБОРСКИЙ, Д.26;56.287542;39.350908
143;ВОСТОЧНО-СИБИРСКАЯ;СУЛЬФАТ;670013 РЕСПУБЛИКА БУРЯТИЯ, Г.УЛАН-УДЭ, УЛ. БОГРАДА, Д. 73;51.828587;107.749298
144;ЮГО-ВОСТОЧНАЯ;РТИЩЕВО 1;410086 М.О."Г.САРАТОВ",Г.САРАТОВ,ЛЕНИНСКИЙ Р-OН,ТАМОЖЕННЫЙ ПРОЕЗД,№6;51.601896;45.887086
145;МОСКОВСКАЯ;ЧЕХОВ;142160 МОСКВА, ПОС. ВОРОНОВСКОЕ, ВБЛИЗИ Д. ЛЬВОВО;55.277913;37.116887
146;ГП"КРЫМСКАЯ Ж.Д."(РФ);КЕРЧЕНСКИЙ ЗАВОД;298312 РЕСПУБЛИКА КРЫМ, Г. КЕРЧЬ, УЛ. ФУРМАНОВА, 9. 298320 РЕСПУБЛИКА КРЫМ,;45.366136;36.482668
147;ОКТЯБРЬСКАЯ;ТВЕРЬ;170043 Г.ТВЕРЬ, ВОЛОКОЛАМСКОЕ Ш., Д.49;56.825306;35.880177
148;СЕВЕРО-КАВКАЗСКАЯ;ЭРКЕН-ШАХАР;369000 КАРАЧАЕВО-ЧЕРКЕССКАЯ РЕСПУБЛИКА, Г.ЧЕРКЕССК, УЛ.ЛЕРМОНТОВА, Д. 154А;44.203274;42.034409
149;ДАЛЬНЕВОСТОЧНАЯ;КОРСАКОВ-ЭКСПОРТ;694000 РФ, САХАЛИНСКАЯ ОБЛ., Г.КОРСАКОВ, РЕЙДОВЫЙ ПЕР., Д.4;46.615893;142.773605
150;КАЗАХСТАНСКАЯ;АЛГАБАС;РЕСПУБЛИКА КАЗАХСТАН , ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ, БУРЛИHСКИЙ Р-H, Г.АКС;51.164979;53.020886
151;МОСКОВСКАЯ;ВЫГОНИЧИ;241020  Г.БРЯНСК, УЛ.2-Я АЛЛЕЯ, Д.12;53.211034;34.411638
152;БЕЛОРУССКАЯ;КОСТЮКОВКА;Г. ГОМЕЛЬ, УЛ. БОРИСЕНКО, 5;52.413944;30.920821
153;ЮГО-ВОСТОЧНАЯ;МУЧКАП;392036 Г.ТАМБОВ, УЛ.БРИГАДНАЯ, Д.3 В;52.70715;41.439131
154;СВЕРДЛОВСКАЯ;КУНАВИНО;623414 СВЕРДЛОВСКАЯ ОБЛ., Г.КАМЕНСК-УРАЛЬСКИЙ, УЛ.ЛЕНИНА, Д. 242;56.427891;61.864854
155;ВОСТОЧНО-СИБИРСКАЯ;ШЕБЕРТА;665106 ИРКУТСКАЯ ОБЛ., Г.НИЖНЕУДИНСК, УЛ.КОМСОМОЛЬСКАЯ, Д. 9;54.906181;99.042359
156;СЕВЕРО-КАВКАЗСКАЯ;СЕВЕРСКАЯ;353563 КРАСНОДАРСКИЙ КРАЙ, Г.СЛАВЯНСК-НА-КУБАНИ, УЛ.ПОГРАНИЧНАЯ, Д.3;45.235546;38.157083
157;МОСКОВСКАЯ;ТУПИК;300041 Г.ТУЛА, УЛ.ПУТЕЙСКАЯ, Д.23;54.195919;37.577256
158;ОКТЯБРЬСКАЯ;КАНДАЛАКША;184250 МУРМАНСКАЯ ОБЛ., Г. КИРОВСК, ПРОМПЛОЩАДКА  АНОФ-3, КОРП. 28;67.547767;33.719118
159;МОСКОВСКАЯ;БРЯНСК-ОРЛОВСКИЙ;241020  Г.БРЯНСК, УЛ.2-Я АЛЛЕЯ, Д.12;53.211034;34.411638
160;ЮГО-ВОСТОЧНАЯ;БЕКОВО;440015  Г. ПЕНЗА, УЛ. АУСТРИНА, Д.160;53.248783;45.01466
161;СЕВЕРО-КАВКАЗСКАЯ;ЕССЕНТУКИ;357205 СТАВРОПОЛЬСКИЙ КР., МИНЕРАЛОВОДСКИЙ Р-Н, Г. МИНЕРАЛЬНЫЕ ВОДЫ, УЛ. СО;44.184505;43.130812
162;ЮЖНО-УРАЛЬСКАЯ;СУПРЯК;455000 ЧЕЛЯБИНСКАЯ ОБЛ., Г.МАГНИТОГОРСК, УЛ. СОВЕТСКАЯ, Д. 42;53.418445;58.96043
163;КРАСНОЯРСКАЯ;МАРИИНСК;650021  КЕМЕРОВСКАЯ ОБЛ., Г.КЕМЕРОВО, ЗАВОДСКОЙ Р-Н, УЛ. ШАТУРСКАЯ, Д.2;55.360879;85.995489
164;СЕВЕРО-КАВКАЗСКАЯ;РАЗВИЛЬНАЯ;347360 РОСТОВСКАЯ ОБЛ., Г. ВОЛГОДОНСК, УЛ. ПОРТОВАЯ, Д. 1;47.528033;42.156768
165;ЮЖНО-УРАЛЬСКАЯ;ЧЕБЕНЬКИ;460027 Г. ОРЕНБУРГ, УЛ.ДОНГУЗСКАЯ, Д. 62А;51.694948;55.098527
166;ЮГО-ВОСТОЧНАЯ;КРАСИВАЯ МЕЧА;398037 Г.ЛИПЕЦК, ТРУБНЫЙ ПР-Д, Д.3;52.625376;39.5478
167;ЮЖНО-УРАЛЬСКАЯ;ДУБРОВКА-ЧЕЛЯБИНСКАЯ;454108 ЧЕЛЯБИНСКАЯ ОБЛ., Г. ЧЕЛЯБИНСК, ЛЕНИНСКИЙ РАЙОН, УЛ. ИГУМЕНКА, Д.7А,;55.152259;61.429036
168;ДАЛЬНЕВОСТОЧНАЯ;УССУРИЙСК;692524 ПРИМОРСКИЙ КРАЙ, Г.УССУРИЙСК, УЛ.ЛИМИЧЕВСКАЯ, 21 А;43.843752;131.941854
169;ОКТЯБРЬСКАЯ;АЛАКУРТТИ;184250 МУРМАНСКАЯ ОБЛ., Г. КИРОВСК, ПРОМПЛОЩАДКА  АНОФ-3, КОРП. 28;67.547767;33.719118
170;СЕВЕРНАЯ;ЛИМЕНДА;165650 АРХАНГЕЛЬСКАЯ ОБЛ., Г. КОРЯЖМА, ДОРОГА МАГИСТРАЛЬНОЕ Ш., Д. 36, СТР.;61.287931;47.11581
171;СВЕРДЛОВСКАЯ;УТЯШЕВО;625014 Г.ТЮМЕНЬ, УЛ. РЕСПУБЛИКИ, Д. 252, СТРОЕНИЕ 38;57.110457;65.631211
172;СЕВЕРО-КАВКАЗСКАЯ;ПЛАКСЕЙКА;357205 СТАВРОПОЛЬСКИЙ КР., МИНЕРАЛОВОДСКИЙ Р-Н, Г. МИНЕРАЛЬНЫЕ ВОДЫ, УЛ. СО;44.184505;43.130812
173;ЗАБАЙКАЛЬСКАЯ;СОЛОВЬЕВСК;674617 ЗАБАЙКАЛЬСКИЙ КРАЙ, БОРЗИНСКИЙ Р-Н, С.СОЛОВЬЕВСК;49.896556;115.701868
174;ГОРЬКОВСКАЯ;НИЖНИЙ НОВГОРОД-МОСКОВСК;603028, Г. НИЖНИЙ НОВГОРОД, УЛ. АКТЮБИНСКАЯ, Д. 17М;56.307506;43.894739
175;КАЗАХСТАНСКАЯ;ШИПОВО;РЕСПУБЛИКА КАЗАХСТАН , 090014 ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ, Г.УРАЛЬСК, УЛ.;51.204025;51.370537
176;КРАСНОЯРСКАЯ;КАНСК-ЕНИСЕЙСКИЙ;663600 КРАСНОЯРСКИЙ КРАЙ, Г.КАНСК , УЛ. МОСКОВСКАЯ, Д.27, ПОМ.12;56.205305;95.715808
177;ЮГО-ВОСТОЧНАЯ;САБУРОВО;392036 Г.ТАМБОВ, УЛ.БРИГАДНАЯ, Д.3 В;52.70715;41.439131
178;СВЕРДЛОВСКАЯ;ИРБИТ;623850 СВЕРДЛОВСКАЯ ОБЛ., Г.ИРБИТ, ПЕР.САДОВЫЙ, Д. 5;57.687668;63.057978
179;ОКТЯБРЬСКАЯ;САНКТ-ПЕТЕРБ-ТОВ-ВИТЕБСК;Г.САНКТ-ПЕТЕРБУРГ;59.938955;30.315644
180;КАЗАХСТАНСКАЯ;МЫН-АРАЛ;РЕСПУБЛИКА КАЗАХСТАН , 080000 ЖАМБЫЛСКАЯ ОБЛАСТЬ, Г.ТАРАЗ, УЛ.НИЕТКАЛИЕВА 9;42.903719;71.362094
181;СЕВЕРО-КАВКАЗСКАЯ;ДЕРЕВЯНКОВКА;353760 КРАСНОДАРСКИЙ КРАЙ, Г.ТИМАШЕВСК, УЛ.ГИБРИДНАЯ, Д.2;45.639052;38.949244
182;ДАЛЬНЕВОСТОЧНАЯ;БОГУЧАН;676680 АМУРСКАЯ ОБЛ., МИХАЙЛОВСКИЙ Р-Н, П.ПОЯРКОВО, УЛ.ГАГАРИНА, 2, РЕЧН.П.;49.617444;128.684644
183;ПРИВОЛЖСКАЯ;ОБЛИВСКАЯ;347812 РОСТОВСКАЯ ОБЛ., Г.КАМЕНСК-ШАХТИНСКИЙ, УЛ.ГАРАЖНАЯ, Д.16/1;48.306991;40.268618
184;ГОРЬКОВСКАЯ;КАУЧУК;426075 УДМУРТСКАЯ РЕСПУБЛИКА, Г.ИЖЕВСК, УЛ.КАМБАРСКАЯ, Д.49А;56.840473;53.305409
185;ЗАБАЙКАЛЬСКАЯ;АРГА;676680 АМУРСКАЯ ОБЛ., МИХАЙЛОВСКИЙ Р-Н, П.ПОЯРКОВО, УЛ.ГАГАРИНА, 2, РЕЧН.П.;49.617444;128.684644
186;КУЙБЫШЕВСКАЯ;СЫЗРАНЬ I;446029 САМАРСКАЯ ОБЛ., Г.СЫЗРАНЬ, УЛ. АСТРАХАНСКАЯ, Д. 1;53.100994;48.41357
187;СВЕРДЛОВСКАЯ;БАБУШКИНО;623850 СВЕРДЛОВСКАЯ ОБЛ., Г.ИРБИТ, ПЕР.САДОВЫЙ, Д. 5;57.687668;63.057978
188;СЕВЕРО-КАВКАЗСКАЯ;ЗЕЛЕНОКУМСК;357205 СТАВРОПОЛЬСКИЙ КР., МИНЕРАЛОВОДСКИЙ Р-Н, Г. МИНЕРАЛЬНЫЕ ВОДЫ, УЛ. СО;44.184505;43.130812
189;СЕВЕРНАЯ;ВИЛЕДЬ;165650 АРХАНГЕЛЬСКАЯ ОБЛ., Г. КОРЯЖМА, ДОРОГА МАГИСТРАЛЬНОЕ Ш., Д. 36, СТР.;61.287931;47.11581
190;ЮГО-ВОСТОЧНАЯ;УМЕТ;392036 Г.ТАМБОВ, УЛ.БРИГАДНАЯ, Д.3 В;52.70715;41.439131
191;СЕВЕРО-КАВКАЗСКАЯ;КРАСНОДАР-СОРТИРОВОЧНЫЙ;350072 КРАСНОДАРСКИЙ КРАЙ, Г.КРАСНОДАР, УЛ.ТОПОЛИНАЯ, Д.4;45.077837;38.996082
192;ОКТЯБРЬСКАЯ;КАНДАЛАКША-ПЕРЕВАЛКА;184250 МУРМАНСКАЯ ОБЛ., Г. КИРОВСК, ПРОМПЛОЩАДКА  АНОФ-3, КОРП. 28;67.547767;33.719118
193;КАЗАХСТАНСКАЯ;ШАР;РЕСПУБЛИКА КАЗАХСТАН , 071400 ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ, Г. СЕМЕЙ, УЛ.;50.404964;80.24919
194;ЮГО-ВОСТОЧНАЯ;ТАМБОВ I;392036 Г.ТАМБОВ, УЛ.БРИГАДНАЯ, Д.3 В;52.70715;41.439131
195;МОСКОВСКАЯ;КИРЖАЧ;601100 Г.ПЕТУШКИ, УЛ.МАЯКОВСКОГО, 19;55.93068;39.456567
196;ОКТЯБРЬСКАЯ;ВЫБОРГ-ПЕРЕВАЛКА;Г.ВЫБОРГ, ЛЕНИНГРАДСКОЕ Ш., Д.110;60.697521;28.793727
197;ДАЛЬНЕВОСТОЧНАЯ;РАЗДОЛЬНОЕ;690065 ПРИМОРСКИЙ КРАЙ, Г. ВЛАДИВОСТОК, В РАЙОНЕ УЛ. СТРЕЛЬНИКОВА, Д. 9;43.0976;131.865821
198;ДАЛЬНЕВОСТОЧНАЯ;ВАРФОЛОМЕЕВКА;692335 ПРИМОРСКИЙ КРАЙ, Г.АРСЕНЬЕВ, ПЛ.ЛЕНИНА, Д.5;44.153185;133.260168
199;КАЗАХСТАНСКАЯ;КУРЫК-ПОРТ;РЕСПУБЛИКА КАЗАХСТАН , МАНГИСТАУСКАЯ ОБЛАСТЬ, КАРАКИЯНСКИЙ Р-H,СЕЛО. КУРЫК,;43.178221;51.679423
200;ДАЛЬНЕВОСТОЧНАЯ;НАХОДКА-ЭКСПОРТ-УГОЛЬ;692900 ПРИМОРСКИЙ КРАЙ, Г.НАХОДКА, УЛ. ПОРТОВАЯ, Д. 48;42.808165;132.885471
201;ГП"КРЫМСКАЯ Ж.Д."(РФ);ИНКЕРМАН I (ЭКСП.);299002 Г. СЕВАСТОПОЛЬ, УЛ. ПРИМОРСКАЯ, 2-Г;44.630846;33.555211
202;КАЗАХСТАНСКАЯ;ШУБАРКОЛЬ;РЕСПУБЛИКА КАЗАХСТАН , КАРАГАНДИНСКАЯ ОБЛАСТЬ, Г.КАРАГАНДЫ, УЛ.Б.ХМЕЛЬНИЦКО;49.823466;73.113099
203;СЕВЕРО-КАВКАЗСКАЯ;ИНЧХЕ;367010 РЕСПУБЛИКА ДАГЕСТАН, Г.МАХАЧКАЛА, ПРОСП. ИМ. АМЕТ-ХАНА СУЛТАНА, Д. 3;42.950701;47.503694
204;КАЗАХСТАНСКАЯ;БУХТАРМА;РЕСПУБЛИКА КАЗАХСТАН , 070003 ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ, Г. УСТЬ-КАМЕН;49.948313;82.627857
205;КАЗАХСТАНСКАЯ;КАРАБАС;РЕСПУБЛИКА КАЗАХСТАН, КАРАГАНДИНСКАЯ ОБЛ., Г.КАРАГАНДА, Б.ЖЫРАУСКИЙ Р-Н п.Д;49.80776;73.088504
206;ПРИВОЛЖСКАЯ;ВОЛЖСКИЙ-Э;404119 ВОЛГОГРАДСКАЯ ОБЛ., Г. ВОЛЖСКИЙ, ПРОСП.МЕТАЛЛУРГОВ, Д. 6;48.801748;44.791267
207;СЕВЕРО-КАВКАЗСКАЯ;ТУАПСЕ-СОРТИРОВОЧНАЯ-ЭКС;352800 КРАСНОДАРСКИЙ КРАЙ, Г.ТУАПСЕ, УЛ.ГАГАРИНА, Д.25;44.092034;39.080991
208;МОСКОВСКАЯ;СУЗЕМКА-ЭКСПОРТ;241020  Г.БРЯНСК, УЛ.2-Я АЛЛЕЯ, Д.12;53.211034;34.411638
209;КАЗАХСТАНСКАЯ;ДЕРКУЛ;РЕСПУБЛИКА КАЗАХСТАН , 090014 ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ, Г.УРАЛЬСК, УЛ.;51.204025;51.370537
210;ДАЛЬНЕВОСТОЧНАЯ;КАМЫШОВАЯ (ЭКСП.);692730 ПРИМОРСКИЙ КРАЙ, ХАСАНСКИЙ Р-Н, ПОС. ХАСАН, УЛ.ВОКЗАЛЬНАЯ ПЛОЩАДЬ, Д;42.431506;130.6428
211;СЕВЕРО-КАВКАЗСКАЯ;ТУАПСЕ-СОРТИРОВОЧНАЯ-ПЕР;350072 КРАСНОДАРСКИЙ КРАЙ, Г.КРАСНОДАР, УЛ.ТОПОЛИНАЯ, Д.4;45.077837;38.996082
212;ДАЛЬНЕВОСТОЧНАЯ;НОВОКАЧАЛИНСК;692295 ПРИМОРСКИЙ КРАЙ, ХАНКАЙСКИЙ Р-Н, П.ТУРИЙ РОГ;45.236828;131.981883
213;СЕВЕРО-КАВКАЗСКАЯ;ВЕДМИДИВКА;353760 КРАСНОДАРСКИЙ КРАЙ, Г.ТИМАШЕВСК, УЛ.ГИБРИДНАЯ, Д.2;45.639052;38.949244
214;ЗАПАДНО-СИБИРСКАЯ;МОСКОВКА;644117 Г.ОМСК, УЛ. 3-Я МОЛОДЕЖНАЯ, Д. 6, КОРП. 2;54.952884;73.48078
215;ЗАБАЙКАЛЬСКАЯ;ГОЛУБИЧНАЯ;672026 ЗАБАЙКАЛЬСКИЙ КРАЙ, Г.ЧИТА, УЛ.КАДАЛИНСКАЯ, Д. 1Е;52.013003;113.318601
216;ЗАПАДНО-СИБИРСКАЯ;МЕРЕТЬ;652600 КЕМЕРОВСКАЯ ОБЛ., Г.БЕЛОВО, УЛ.ЛЕНИНА, Д.46;54.407643;86.307824
217;ГОРЬКОВСКАЯ;ЯМНОЕ;610020 Г. КИРОВ, УЛ.ЭНЕРГЕТИКОВ, Д. 40, Д. 42;58.617114;49.666747
218;ЮГО-ВОСТОЧНАЯ;ЖУРАВКА;396659 ВОРОНЕЖСКАЯ ОБЛ., Г.РОССОШЬ, ПЛ.ОКТЯБРЬСКАЯ, Д.158;50.209759;39.49851
219;МОСКОВСКАЯ;ЛОБНЯ;141730 МОСКОВСКАЯ ОБЛ., Г.ЛОБНЯ, УЛ.ГАГАРИНА, Д. 9;56.021;37.458184
220;ГОРЬКОВСКАЯ;КСТОВО;607684 НИЖЕГОРОДСКАЯ ОБЛ., КСТОВСКИЙ Р-Н, Д. ОПАЛИХА, КСТОВСКИЙ ИНДУСТРИАЛЬ;56.200753;44.119695
221;ДАЛЬНЕВОСТОЧНАЯ;ТУЛУЧИ;682860 ХАБАРОВСКИЙ КРАЙ,ВАНИНСКИЙ Р-Н,МЕЖСЕЛЕННАЯ ТЕРРИТОРИЯ ВАНИНСКОГО Р-Н;49.975491;139.720052
222;КАЗАХСТАНСКАЯ;ЧАЙКУРУК;РЕСПУБЛИКА КАЗАХСТАН , 080000 ЖАМБЫЛСКАЯ ОБЛАСТЬ, Г.ТАРАЗ, УЛ.НИЕТКАЛИЕВА 9;42.903719;71.362094
223;ЗАПАДНО-СИБИРСКАЯ;НОВОСИБИРСК-ГЛАВНЫЙ;630517 НОВОСИБИРСКАЯ ОБЛ., НОВОСИБИРСКИЙ Р-Н, СТАНЦИОННЫЙ СЕЛЬСОВЕТ, ПАШИНС;55.121458;83.007225
224;ГП"КРЫМСКАЯ Ж.Д."(РФ);МЕКЕНЗИЕВЫ ГОРЫ;299002 Г. СЕВАСТОПОЛЬ, УЛ. ПРИМОРСКАЯ, 2-Г;44.630846;33.555211
225;КРАСНОЯРСКАЯ;ПОЛУТОРНИК;650021  КЕМЕРОВСКАЯ ОБЛ., Г.КЕМЕРОВО, ЗАВОДСКОЙ Р-Н, УЛ. ШАТУРСКАЯ, Д.2;55.360879;85.995489
226;ЮЖНО-УРАЛЬСКАЯ;АНОСОВО;456313 ЧЕЛЯБИНСКАЯ ОБЛ., Г.МИАСС, ТУРГОЯКСКОЕ Ш., Д. 5/2;55.100113;60.134411
227;ЮЖНО-УРАЛЬСКАЯ;ЧУРИЛОВО;454108 ЧЕЛЯБИНСКАЯ ОБЛ., Г. ЧЕЛЯБИНСК, ЛЕНИНСКИЙ РАЙОН, УЛ. ИГУМЕНКА, Д.7А,;55.152259;61.429036
228;МОСКОВСКАЯ;РЯЗАНЬ II;390047 Г.РЯЗАНЬ, Р-Н ВОСТОЧНЫЙ ПРОМУЗЕЛ, Д.21;54.571381;39.82555
229;КАЗАХСТАНСКАЯ;МАЙКАЙЫН;РЕСПУБЛИКА КАЗАХСТАН , 141200 ПАВЛОДАРСКАЯ ОБЛАСТЬ, Г. ЭКИБАСТУЗ, УЛ.50 ЛЕТ;51.746117;75.318392
230;ЮГО-ВОСТОЧНАЯ;ИНОКОВКА;392036 Г.ТАМБОВ, УЛ.БРИГАДНАЯ, Д.3 В;52.70715;41.439131
231;ОКТЯБРЬСКАЯ;СОВЕТСКИЙ;Г.ВЫБОРГ, ЛЕНИНГРАДСКОЕ Ш., Д.110;60.697521;28.793727
232;СЕВЕРО-КАВКАЗСКАЯ;СТАВРОПОЛЬ;355035 СТАВРОПОЛЬСКИЙ КРАЙ, Г.СТАВРОПОЛЬ, УЛ.ЛЕНИНА, Д. 427;45.038642;41.916092
233;СВЕРДЛОВСКАЯ;МАРСЯТЫ;624993 СВЕРДЛОВСКАЯ ОБЛ., Г.СЕРОВ, УЛ.МАТРОСОВА, Д. 1;59.615283;60.592264
234;КРАСНОЯРСКАЯ;ИЮС;655001 РЕСПУБЛИКА ХАКАСИЯ, Г.АБАКАН, ПРОСП. ДРУЖБЫ НАРОДОВ, Д. 3А;53.736659;91.434698
235;ЮЖНО-УРАЛЬСКАЯ;КАНИСАЙ-ЭКСПОРТ;460027 Г. ОРЕНБУРГ, УЛ.ДОНГУЗСКАЯ, Д. 62А;51.694948;55.098527
236;ГОРЬКОВСКАЯ;ЧЕБОКСАРЫ;428016, ЧУВАШСКАЯ РЕСПУБЛИКА,  Г.ЧЕБОКСАРЫ, ПР-Д ЛАПСАРСКИЙ, Д.65;56.07273;47.228612
237;ДАЛЬНЕВОСТОЧНАЯ;ХАБАРОВСК 1-ПЕРЕВАЛКА;680031 ХАБАРОВСКИЙ КРАЙ, Г. ХАБАРОВСК, МАТВЕЕВСКОЕ Ш.,  Д. 41, ЛИТ. А;48.52863;135.169429
238;ЗАПАДНО-СИБИРСКАЯ;ОБЬ;630052  Г.НОВОСИБИРСК, УЛ.ТОЛМАЧЕВСКАЯ, Д. 1/1;54.964173;82.828388
239;БЕЛОРУССКАЯ;КОЗЕНКИ;Гомельская обл., ул. Шоссейная, 5В;52.045036;29.219025
240;МОСКОВСКАЯ;ПРОМГИПСОВАЯ;301670 ТУЛЬСКАЯ ОБЛ., Г.НОВОМОСКОВСК, УЛ.СВЯЗИ, 10;54.0875;38.218959
241;ОКТЯБРЬСКАЯ;БЕЛОЕ МОРЕ;184250 МУРМАНСКАЯ ОБЛ., Г. КИРОВСК, ПРОМПЛОЩАДКА  АНОФ-3, КОРП. 28;67.547767;33.719118
242;СЕВЕРО-КАВКАЗСКАЯ;ПАЛАГИАДА;355035 СТАВРОПОЛЬСКИЙ КРАЙ, Г.СТАВРОПОЛЬ, УЛ.ЛЕНИНА, Д. 427;45.038642;41.916092
243;КУЙБЫШЕВСКАЯ;РУЗАЕВКА;430003 РЕСПУБЛИКА МОРДОВИЯ, Г.САРАНСК, ЛЕНИНСКИЙ РАЙОН, УЛ. РАБОЧАЯ, Д. 100;54.193243;45.194224
244;ОКТЯБРЬСКАЯ;ЖАРКОВСКИЙ;172610 ТВЕРСКАЯ ОБЛ., Г. ЗАПАДНАЯ ДВИНА, УЛ.ЛЕНИНА, Д.3А;56.263037;32.066712
245;КАЗАХСТАНСКАЯ;ЖАНААРКА-Э;РЕСПУБЛИКА КАЗАХСТАН, КАРАГАНДИНСКАЯ ОБЛ., Г.КАРАГАНДА, Б.ЖЫРАУСКИЙ Р-Н п.Д;49.80776;73.088504
246;ЮЖНО-УРАЛЬСКАЯ;ВАРГАШИ;640014 Г. КУРГАН, УЛ. БУРОВА-ПЕТРОВА, Д. 132;55.484571;65.330814
247;ГОРЬКОВСКАЯ;СУХОБЕЗВОДНОЕ;606016 НИЖЕГОРОДСКАЯ ОБЛ., Г. ДЗЕРЖИНСК, НИЖЕГОРОДСКОЕ Ш., 85, КОРП. 1;56.292098;43.596238
248;КАЗАХСТАНСКАЯ;МАХАМБЕТ-ЭКСПОРТ;РЕСПУБЛИКА КАЗАХСТАН , 060002 АТЫРАУСКАЯ ОБЛАСТЬ, Г.АТЫРАУ, УЛ.САТЫБАЛДИЕВА;47.118733;51.896375
249;КАЗАХСТАНСКАЯ;ОСАКАРОВКА;РЕСПУБЛИКА КАЗАХСТАН , КАРАГАНДИНСКАЯ ОБЛАСТЬ, Г. ТЕМИРТАУ, ПР. РЕСПУБЛИКИ,;50.065279;72.962605
250;СЕВЕРО-КАВКАЗСКАЯ;АХТАРИ;353760 КРАСНОДАРСКИЙ КРАЙ, Г.ТИМАШЕВСК, УЛ.ГИБРИДНАЯ, Д.2;45.639052;38.949244
251;ДАЛЬНЕВОСТОЧНАЯ;АМГУНЬ;681000 ХАБАРОВСКИЙ КРАЙ, Г. КОМСОМОЛЬСК-НА-АМУРЕ, ПРОСПЕКТ ОКТЯБРЬСКИЙ, Д.;50.538423;137.015503
252;СЕВЕРНАЯ;КОТЛАС-УЗЛОВОЙ;165650 АРХАНГЕЛЬСКАЯ ОБЛ., Г. КОРЯЖМА, ДОРОГА МАГИСТРАЛЬНОЕ Ш., Д. 36, СТР.;61.287931;47.11581
